lat,lon,country,county,local_administrative_area,locality,postcode,state,state_code,village,timestamp_apicall
47.3291531,9.4794768,Switzerland,N/A,Schwende-Rüte,N/A,9056,Appenzell Innerrhoden,AI,Rüte,2024-09-24 23:02:11
47.3264746,9.4474003,Switzerland,N/A,Schwende-Rüte,N/A,9056,Appenzell Innerrhoden,AI,Rüte,2024-09-24 23:02:11
47.6020574,8.2314126,Switzerland,Bezirk Zurzach,Klingnau,N/A,5313,Aargau,AG,Klingnau,2024-09-24 23:02:11
47.5843118,8.2398148,Switzerland,Bezirk Zurzach,Klingnau,N/A,5313,Aargau,AG,Klingnau,2024-09-24 23:02:11
47.5745137,8.2547056,Switzerland,Bezirk Zurzach,Döttingen,N/A,5312,Aargau,AG,Döttingen,2024-09-24 23:02:11
47.4705361,7.1289368,Switzerland,District de Porrentruy,Basse-Vendline,Combe au Sanera,2943,Jura,JU,N/A,2024-09-24 23:02:11
47.4643414,7.0999051,Switzerland,District de Porrentruy,Damphreux-Lugnez,N/A,2933,Jura,JU,Damphreux,2024-09-24 23:02:11
47.4532464,7.0910017,Switzerland,District de Porrentruy,Cœuve,N/A,2932,Jura,JU,Cœuve,2024-09-24 23:02:11
47.469056,7.0695034,Switzerland,District de Porrentruy,Damphreux-Lugnez,En l'Aidiaice,2933,Jura,JU,Lugnez,2024-09-24 23:02:11
47.4924464,7.0359068,Switzerland,District de Porrentruy,Basse-Allaine,N/A,2925,Jura,JU,Buix,2024-09-24 23:02:11
47.1387062,8.437855,Switzerland,N/A,Risch-Rotkreuz,N/A,6343,Zug,ZG,N/A,2024-09-24 23:02:11
47.2300876,9.3380956,Switzerland,Wahlkreis Toggenburg,Wildhaus-Alt St. Johann,N/A,9658,St. Gallen,N/A,N/A,2024-09-24 23:02:11
47.2210069,9.3499408,Switzerland,Wahlkreis Toggenburg,Wildhaus-Alt St. Johann,N/A,9658,St. Gallen,N/A,N/A,2024-09-24 23:02:11
47.2281315,9.3530293,Switzerland,Wahlkreis Toggenburg,Wildhaus-Alt St. Johann,N/A,9658,St. Gallen,N/A,N/A,2024-09-24 23:02:11
47.2291379,9.3519242,Switzerland,Wahlkreis Toggenburg,Wildhaus-Alt St. Johann,N/A,9658,St. Gallen,N/A,N/A,2024-09-24 23:02:11
47.2340179,9.3603323,Switzerland,Wahlkreis Toggenburg,Wildhaus-Alt St. Johann,N/A,9658,St. Gallen,N/A,N/A,2024-09-24 23:02:11
47.2403127,9.3686166,Switzerland,Wahlkreis Toggenburg,Wildhaus-Alt St. Johann,N/A,9658,St. Gallen,N/A,N/A,2024-09-24 23:02:11
47.2245686,9.3336317,Switzerland,Wahlkreis Toggenburg,Wildhaus-Alt St. Johann,N/A,9658,St. Gallen,N/A,N/A,2024-09-24 23:02:11
46.9552769,8.3615696,Switzerland,N/A,Stans,N/A,6370,Nidwalden,NW,N/A,2024-09-24 23:02:11
46.9519948,8.3583168,Switzerland,N/A,Stans,N/A,6371,Nidwalden,NW,N/A,2024-09-24 23:02:11
46.9496846,8.3540999,Switzerland,N/A,Stans,N/A,6371,Nidwalden,NW,N/A,2024-09-24 23:02:11
46.9472859,8.3510576,Switzerland,N/A,Stans,N/A,6370,Nidwalden,NW,N/A,2024-09-24 23:02:11
46.9435259,8.3491933,Switzerland,N/A,Stans,N/A,6371,Nidwalden,NW,N/A,2024-09-24 23:02:11
46.9360011,8.3482672,Switzerland,N/A,Stans,Alp Bluematt,6370,Nidwalden,NW,N/A,2024-09-24 23:02:11
46.9316985,8.3474707,Switzerland,N/A,Dallenwil,N/A,6383,Nidwalden,NW,Dallenwil,2024-09-24 23:02:11
47.1050349,8.675158,Switzerland,Schwyz,Rothenthurm,N/A,6418,Schwyz,SZ,Rothenthurm,2024-09-24 23:02:11
47.094115,8.6864452,Switzerland,Schwyz,Rothenthurm,N/A,6418,Schwyz,SZ,Rothenthurm,2024-09-24 23:02:11
47.0731657,8.6907012,Switzerland,Schwyz,Rothenthurm,N/A,6418,Schwyz,SZ,Rothenthurm,2024-09-24 23:02:11
47.0603091,8.6769881,Switzerland,Schwyz,Schwyz,N/A,8849,Schwyz,SZ,N/A,2024-09-24 23:02:11
47.0653198,8.6626505,Switzerland,Schwyz,Schwyz,N/A,6417,Schwyz,SZ,N/A,2024-09-24 23:02:11
47.0730247,8.6420986,Switzerland,Schwyz,Sattel,N/A,6417,Schwyz,SZ,Sattel,2024-09-24 23:02:11
46.7598806,7.5724681,Switzerland,Thun administrative district,Thierachern,N/A,3634,Bern,BE,Thierachern,2024-09-24 23:02:11
47.5711865,8.1720509,Switzerland,Bezirk Laufenburg,Mettauertal,N/A,5276,Aargau,AG,Wil,2024-09-24 23:02:11
47.5735287,8.1566963,Switzerland,Bezirk Laufenburg,Mettauertal,N/A,5276,Aargau,AG,Wil,2024-09-24 23:02:11
47.5657155,8.1372072,Switzerland,Bezirk Laufenburg,Mettauertal,N/A,5276,Aargau,AG,Mettau,2024-09-24 23:02:11
47.5768602,8.1454112,Switzerland,Bezirk Laufenburg,Schwaderloch,N/A,5326,Aargau,AG,Schwaderloch,2024-09-24 23:02:11
47.5845854,8.153593,Switzerland,Bezirk Laufenburg,Schwaderloch,N/A,5326,Aargau,AG,Schwaderloch,2024-09-24 23:02:11
47.5815338,8.1638673,Switzerland,Bezirk Laufenburg,Mettauertal,N/A,5325,Aargau,AG,N/A,2024-09-24 23:02:11
46.6874174,9.3699912,Switzerland,Viamala,Tschappina,N/A,7428,Grisons,GR,Tschappina,2024-09-24 23:02:11
46.6901223,9.3641409,Switzerland,Viamala,Tschappina,N/A,7428,Grisons,GR,Tschappina,2024-09-24 23:02:11
46.706969,9.3413993,Switzerland,Surselva,Safiental,N/A,7107,Grisons,GR,N/A,2024-09-24 23:02:11
46.631392,9.2784807,Switzerland,Surselva,Safiental,N/A,7109,Grisons,GR,N/A,2024-09-24 23:02:11
47.2743819,8.7933419,Switzerland,Bezirk Hinwil,Bubikon,N/A,8626,Zurich,ZH,Bubikon,2024-09-24 23:02:11
47.2899811,8.8731512,Switzerland,Bezirk Hinwil,Hinwil,N/A,8342,Zurich,ZH,Wernetshausen,2024-09-24 23:02:11
47.2919467,8.8717868,Switzerland,Bezirk Hinwil,Hinwil,N/A,8342,Zurich,ZH,Wernetshausen,2024-09-24 23:02:11
47.3006265,8.8538109,Switzerland,Bezirk Hinwil,Hinwil,N/A,8340,Zurich,ZH,Wernetshausen,2024-09-24 23:02:11
47.2382059,9.3533639,Switzerland,Wahlkreis Toggenburg,Wildhaus-Alt St. Johann,N/A,9057,St. Gallen,N/A,N/A,2024-09-24 23:02:11
47.2202034,9.3339613,Switzerland,Wahlkreis Toggenburg,Wildhaus-Alt St. Johann,N/A,9658,St. Gallen,N/A,N/A,2024-09-24 23:02:11
47.2173451,9.3378799,Switzerland,Wahlkreis Toggenburg,Wildhaus-Alt St. Johann,N/A,9658,St. Gallen,N/A,N/A,2024-09-24 23:02:11
47.2135064,9.345522,Switzerland,Wahlkreis Toggenburg,Wildhaus-Alt St. Johann,N/A,9658,St. Gallen,N/A,Wildhaus,2024-09-24 23:02:11
47.2111651,9.3491776,Switzerland,Wahlkreis Toggenburg,Wildhaus-Alt St. Johann,N/A,9658,St. Gallen,N/A,Wildhaus,2024-09-24 23:02:11
47.2071583,9.3524133,Switzerland,Wahlkreis Toggenburg,Wildhaus-Alt St. Johann,N/A,9658,St. Gallen,N/A,Wildhaus,2024-09-24 23:02:11
46.694031,9.3579837,Switzerland,Viamala,Tschappina,N/A,7428,Grisons,GR,Tschappina,2024-09-24 23:02:11
46.6973702,9.355783,Switzerland,Viamala,Tschappina,N/A,7428,Grisons,GR,Tschappina,2024-09-24 23:02:11
46.7026232,9.3573366,Switzerland,Viamala,Tschappina,N/A,7428,Grisons,GR,Tschappina,2024-09-24 23:02:11
46.6149023,9.2790415,Switzerland,Surselva,Safiental,N/A,7109,Grisons,GR,N/A,2024-09-24 23:02:11
46.5916665,9.2744012,Switzerland,Surselva,Safiental,Grossalp,7109,Grisons,GR,N/A,2024-09-24 23:02:11
47.5831771,8.1767364,Switzerland,Bezirk Zurzach,Leibstadt,N/A,5325,Aargau,AG,Leibstadt,2024-09-24 23:02:11
47.5770419,8.1721576,Switzerland,Bezirk Zurzach,Leibstadt,N/A,5325,Aargau,AG,Leibstadt,2024-09-24 23:02:11
47.5700726,8.1791919,Switzerland,Bezirk Zurzach,Leuggern,N/A,5317,Aargau,AG,Etzwil,2024-09-24 23:02:11
47.5555259,8.1810596,Switzerland,Bezirk Brugg,Mandach,N/A,5318,Aargau,AG,Mandach,2024-09-24 23:02:11
47.5844347,8.1677826,Switzerland,Bezirk Zurzach,Leibstadt,Hintere Brüehhalde,5325,Aargau,AG,Leibstadt,2024-09-24 23:02:11
46.7582613,7.5382492,Switzerland,Thun administrative district,Forst-Längenbühl,N/A,3636,Bern,BE,Längenbühl,2024-09-24 23:02:11
46.7623297,7.5376834,Switzerland,Thun administrative district,Gurzelen,N/A,3636,Bern,BE,Längenbühl,2024-09-24 23:02:11
46.7624084,7.5348264,Switzerland,Thun administrative district,Gurzelen,N/A,3663,Bern,BE,Gurzelen,2024-09-24 23:02:11
47.5358736,8.180616,Switzerland,Bezirk Laufenburg,Mettauertal,N/A,5318,Aargau,AG,N/A,2024-09-24 23:02:11
47.5303159,8.164051,Switzerland,Bezirk Brugg,Villigen,N/A,5236,Aargau,AG,Villigen,2024-09-24 23:02:11
47.5237182,8.1401891,Switzerland,Bezirk Brugg,Mönthal,N/A,5237,Aargau,AG,Mönthal,2024-09-24 23:02:11
47.5316528,8.1539101,Switzerland,Bezirk Laufenburg,Gansingen,N/A,5272,Aargau,AG,Gansingen,2024-09-24 23:02:11
47.5516985,8.1493464,Switzerland,Bezirk Laufenburg,Mettauertal,N/A,5276,Aargau,AG,Wil,2024-09-24 23:02:11
46.3697229,10.0369988,Switzerland,Bernina,Poschiavo,N/A,7741,Grisons,GR,Poschiavo,2024-09-24 23:02:11
46.3621156,10.046331,Switzerland,Bernina,Poschiavo,N/A,7741,Grisons,GR,Poschiavo,2024-09-24 23:02:11
46.3515016,10.0477146,Switzerland,Bernina,Poschiavo,N/A,7741,Grisons,GR,San Carlo,2024-09-24 23:02:11
46.3260896,10.0565728,Switzerland,Bernina,Poschiavo,N/A,7742,Grisons,GR,Cologna,2024-09-24 23:02:11
47.5209172,8.1705452,Switzerland,Bezirk Brugg,Remigen,N/A,5236,Aargau,AG,Remigen,2024-09-24 23:02:11
46.3788051,10.0309017,Switzerland,Bernina,Poschiavo,N/A,7710,Grisons,GR,Poschiavo,2024-09-24 23:02:11
46.3962758,10.0267021,Switzerland,Bernina,Poschiavo,N/A,7710,Grisons,GR,Poschiavo,2024-09-24 23:02:11
46.4121423,10.0137134,Switzerland,Maloja,Pontresina,N/A,7504,Grisons,GR,Pontresina,2024-09-24 23:02:11
46.4160309,10.0048646,Switzerland,Maloja,Pontresina,N/A,7504,Grisons,GR,Pontresina,2024-09-24 23:02:11
46.4228898,9.9985475,Switzerland,Maloja,Pontresina,N/A,7504,Grisons,GR,Pontresina,2024-09-24 23:02:11
46.4379612,9.9872077,Switzerland,Maloja,Pontresina,N/A,7504,Grisons,GR,Pontresina,2024-09-24 23:02:11
46.4431775,9.9747797,Switzerland,Maloja,Pontresina,N/A,7504,Grisons,GR,Pontresina,2024-09-24 23:02:11
46.4316523,9.9934176,Switzerland,Maloja,Pontresina,Alp da Buond Suot,7504,Grisons,GR,Pontresina,2024-09-24 23:02:11
47.5637093,8.0882016,Germany,Landkreis Waldshut,N/A,N/A,79725,Baden-Württemberg,BW,N/A,2024-09-24 23:02:11
47.4229054,8.0566062,Switzerland,Bezirk Aarau,Küttigen,N/A,5024,Aargau,AG,Rombach,2024-09-24 23:02:11
47.426427,8.0818478,Switzerland,Bezirk Aarau,Biberstein,N/A,5023,Aargau,AG,Biberstein,2024-09-24 23:02:11
47.4214686,8.0743602,Switzerland,Bezirk Aarau,Biberstein,N/A,5023,Aargau,AG,Biberstein,2024-09-24 23:02:11
47.4243831,8.1029744,Switzerland,Bezirk Brugg,Biberstein,N/A,5023,Aargau,AG,Biberstein,2024-09-24 23:02:11
47.0384793,8.6997849,Switzerland,Schwyz,Alpthal,N/A,8849,Schwyz,SZ,Brunni,2024-09-24 23:02:11
47.0318757,8.6973159,Switzerland,Schwyz,Schwyz,N/A,8849,Schwyz,SZ,N/A,2024-09-24 23:02:11
47.0292475,8.6932785,Switzerland,Schwyz,Schwyz,N/A,8849,Schwyz,SZ,N/A,2024-09-24 23:02:11
47.0313045,8.6939265,Switzerland,Schwyz,Schwyz,N/A,8849,Schwyz,SZ,N/A,2024-09-24 23:02:11
47.0338127,8.6863747,Switzerland,Schwyz,Schwyz,N/A,6432,Schwyz,SZ,N/A,2024-09-24 23:02:11
47.0377903,8.6965291,Switzerland,Schwyz,Alpthal,N/A,8849,Schwyz,SZ,Brunni,2024-09-24 23:02:11
47.0439694,8.7048389,Switzerland,Schwyz,Alpthal,N/A,8849,Schwyz,SZ,Brunni,2024-09-24 23:02:11
47.028879,9.2448662,Switzerland,Wahlkreis Sarganserland,Flums,Lauiboden,N/A,St. Gallen,N/A,Flums,2024-09-24 23:02:11
47.3501403,8.736159,Switzerland,Bezirk Uster,Uster,N/A,8615,Zurich,ZH,Wermatswil,2024-09-24 23:02:11
47.5250677,8.0703421,Switzerland,Bezirk Laufenburg,Kaisten,N/A,5083,Aargau,AG,Ittenthal,2024-09-24 23:02:11
47.5279642,8.0791207,Switzerland,Bezirk Laufenburg,Kaisten,N/A,5083,Aargau,AG,Ittenthal,2024-09-24 23:02:11
47.5201194,8.0696143,Switzerland,Bezirk Laufenburg,Kaisten,N/A,5083,Aargau,AG,Ittenthal,2024-09-24 23:02:11
47.5087437,8.0462899,Switzerland,Bezirk Laufenburg,Böztal,N/A,5075,Aargau,AG,Hornussen,2024-09-24 23:02:11
46.648122,9.0926843,Switzerland,Surselva,Lumnezia,N/A,7149,Grisons,GR,Vrin,2024-09-24 23:02:11
