lat,lon,country,county,local_administrative_area,locality,postcode,state,state_code,village
47.0919048,6.9617613,Switzerland,N/A,Val-de-Ruz,N/A,2056,Neuchâtel,NE,Dombresson
47.0668359,6.8779014,Switzerland,N/A,Val-de-Ruz,Les Loges,2052,Neuchâtel,NE,N/A
47.0854736,6.9202889,Switzerland,N/A,Val-de-Ruz,N/A,2054,Neuchâtel,NE,Chézard-Saint-Martin
47.0770682,6.8867706,Switzerland,N/A,Val-de-Ruz,N/A,2053,Neuchâtel,NE,N/A
47.0533975,6.9967990,Switzerland,N/A,Cressier (NE),N/A,2088,Neuchâtel,NE,Cressier (NE)
47.0757560,7.0105652,Switzerland,N/A,Enges,N/A,2073,Neuchâtel,NE,Enges
47.0642679,7.0168618,Switzerland,N/A,Enges,N/A,2073,Neuchâtel,NE,Enges
47.0882720,7.0013987,Switzerland,N/A,Val-de-Ruz,N/A,2058,Neuchâtel,NE,N/A
47.0971639,7.0058989,Switzerland,Bernese Jura administrative district,Val-de-Ruz,N/A,2523,Neuchâtel,NE,N/A
47.0417245,9.1534778,Switzerland,Wahlkreis Sarganserland,Quarten,N/A,N/A,St. Gallen,N/A,Quarten
47.0612063,9.1979674,Switzerland,Wahlkreis Sarganserland,Quarten,N/A,N/A,St. Gallen,N/A,Quarten
47.0641124,9.1729126,Switzerland,N/A,Glarus Nord,Tschermannen,8758,Glarus,GL,N/A
47.1864937,7.7842218,Switzerland,Oberaargau administrative district,Lotzwil,N/A,4932,Bern,BE,Lotzwil
47.5556890,8.0677604,Switzerland,Bezirk Laufenburg,Laufenburg,N/A,5080,Aargau,AG,N/A
46.9590376,6.8261739,Switzerland,N/A,Boudry,N/A,2017,Neuchâtel,NE,Boudry
46.9563636,6.8088204,Switzerland,N/A,Boudry,N/A,2017,Neuchâtel,NE,Boudry
46.9552206,6.7958026,Switzerland,N/A,Boudry,N/A,2149,Neuchâtel,NE,Boudry
46.9407709,6.7623410,Switzerland,N/A,La Grande-Béroche,N/A,2023,Neuchâtel,NE,Gorgier
46.9460451,6.7737000,Switzerland,N/A,Boudry,N/A,2149,Neuchâtel,NE,Boudry
46.9382563,6.7580923,Switzerland,N/A,La Grande-Béroche,N/A,2023,Neuchâtel,NE,Gorgier
47.1670542,7.7559974,Switzerland,Oberaargau administrative district,Bleienbach,N/A,3368,Bern,BE,Bleienbach
47.1743558,7.7634320,Switzerland,Oberaargau administrative district,Rütschelen,N/A,4933,Bern,BE,Rütschelen
47.5333485,8.5901609,Switzerland,Bezirk Bülach,Freienstein-Teufen,N/A,8427,Zurich,ZH,Freienstein-Teufen
46.9386176,6.7189875,Switzerland,N/A,Val-de-Travers,N/A,2103,Neuchâtel,NE,Noiraigue
46.9324667,6.7321463,Switzerland,N/A,La Grande-Béroche,N/A,2023,Neuchâtel,NE,Saint-Aubin-Sauges
46.9503952,6.7237945,Switzerland,N/A,Val-de-Travers,N/A,2103,Neuchâtel,NE,Noiraigue
46.9614854,6.8157928,Switzerland,N/A,Boudry,N/A,2019,Neuchâtel,NE,Boudry
46.9656858,6.8292272,Switzerland,N/A,Boudry,N/A,2014,Neuchâtel,NE,Boudry
46.9357930,6.7482613,Switzerland,N/A,La Grande-Béroche,N/A,2023,Neuchâtel,NE,Gorgier
47.0093980,6.8910518,Switzerland,N/A,Neuchâtel,N/A,2042,Neuchâtel,NE,Valangin
47.5263907,8.5469962,Switzerland,Bezirk Bülach,Bülach,N/A,8180,Zurich,ZH,N/A
47.1295955,8.5664373,Switzerland,N/A,Unterägeri,N/A,6314,Zug,ZG,Unterägeri
47.1673523,8.5141327,Switzerland,N/A,Zug,N/A,6300,Zug,ZG,N/A
47.1634090,8.5281848,Switzerland,N/A,Zug,N/A,6317,Zug,ZG,Oberwil
47.1421442,8.5547800,Switzerland,N/A,Unterägeri,N/A,6314,Zug,ZG,Unterägeri
47.1367406,8.5808706,Switzerland,N/A,Unterägeri,N/A,6314,Zug,ZG,Unterägeri
47.1660814,8.5335430,Switzerland,N/A,Zug,N/A,6302,Zug,ZG,N/A
47.1629589,8.5197619,Switzerland,N/A,Zug,N/A,6300,Zug,ZG,N/A
47.1594571,8.5451688,Switzerland,N/A,Baar,N/A,6319,Zug,ZG,Allenwinden
47.1673896,8.7183087,Switzerland,Höfe,Feusisberg,N/A,8835,Schwyz,SZ,Schindellegi
47.1673008,8.6920709,Switzerland,Höfe,Wollerau,N/A,8832,Schwyz,SZ,Wollerau
47.1605061,8.7212971,Switzerland,Höfe,Feusisberg,N/A,8835,Schwyz,SZ,Schindellegi
47.1632026,8.6940438,Switzerland,Höfe,Feusisberg,N/A,8835,Schwyz,SZ,Schindellegi
47.1630136,8.7011904,Switzerland,Höfe,Feusisberg,N/A,8835,Schwyz,SZ,Feusisberg
47.1716600,8.7026323,Switzerland,Höfe,Feusisberg,N/A,8835,Schwyz,SZ,Schindellegi
47.1618637,8.7127242,Switzerland,Höfe,Feusisberg,N/A,8835,Schwyz,SZ,Schindellegi
47.1580381,8.7225880,Switzerland,Höfe,Feusisberg,N/A,8835,Schwyz,SZ,Feusisberg
47.1822618,7.7573568,Switzerland,Oberaargau administrative district,Bleienbach,N/A,3368,Bern,BE,Bleienbach
47.1442644,7.7532021,Switzerland,Oberaargau administrative district,Madiswil,N/A,4934,Bern,BE,Leimiswil
47.1680804,7.7735695,Switzerland,Oberaargau administrative district,Rütschelen,N/A,4933,Bern,BE,Rütschelen
47.1860233,7.7589765,Switzerland,Oberaargau administrative district,Bleienbach,N/A,3368,Bern,BE,Bleienbach
47.1628482,7.7681473,Switzerland,Oberaargau administrative district,Rütschelen,N/A,4933,Bern,BE,Rütschelen
47.1806380,7.7674202,Switzerland,Oberaargau administrative district,Rütschelen,N/A,4933,Bern,BE,Rütschelen
47.1721996,7.7754337,Switzerland,Oberaargau administrative district,Rütschelen,N/A,4933,Bern,BE,Rütschelen
47.1743604,7.7557992,Switzerland,Oberaargau administrative district,Bleienbach,N/A,3368,Bern,BE,Bleienbach
46.4383873,9.9370825,Switzerland,Maloja,Pontresina,N/A,7504,Grisons,GR,Pontresina
46.4490646,9.9538014,Switzerland,Maloja,Pontresina,N/A,7504,Grisons,GR,Pontresina
46.4319450,9.9326319,Switzerland,Maloja,Pontresina,N/A,7504,Grisons,GR,Pontresina
46.4916508,9.8997459,Switzerland,Maloja,Pontresina,N/A,7504,Grisons,GR,Pontresina
46.4425753,9.9362131,Switzerland,Maloja,Pontresina,N/A,7504,Grisons,GR,Pontresina
46.4690329,9.9216928,Switzerland,Maloja,Pontresina,N/A,7504,Grisons,GR,Pontresina
47.1783310,7.7782688,Switzerland,Oberaargau administrative district,Rütschelen,N/A,4933,Bern,BE,Rütschelen
47.1566227,7.7542402,Switzerland,Oberaargau administrative district,Ochlenberg,N/A,3367,Bern,BE,Ochlenberg
47.1579330,8.7033642,Switzerland,Höfe,Feusisberg,N/A,8835,Schwyz,SZ,Feusisberg
47.1568968,8.7192110,Switzerland,Höfe,Feusisberg,N/A,8835,Schwyz,SZ,Feusisberg
47.1554336,8.7166027,Switzerland,Höfe,Feusisberg,N/A,8835,Schwyz,SZ,Feusisberg
47.1616645,8.6940375,Switzerland,Höfe,Feusisberg,N/A,8835,Schwyz,SZ,Schindellegi
46.0833545,7.1394275,Switzerland,Entremont,Val de Bagnes,N/A,1934,Wallis,VS,Vens
47.1699537,7.7863335,Switzerland,Oberaargau administrative district,Madiswil,N/A,4934,Bern,BE,Madiswil
47.1496918,8.6912347,Switzerland,N/A,Oberägeri,N/A,6315,Zug,ZG,Oberägeri
47.1337658,8.6921115,Switzerland,Schwyz,Rothenthurm,N/A,6418,Schwyz,SZ,Rothenthurm
47.1317817,8.7362407,Switzerland,Einsiedeln,Einsiedeln,N/A,8840,Schwyz,SZ,N/A
47.1492735,8.7231041,Switzerland,Einsiedeln,Einsiedeln,N/A,8840,Schwyz,SZ,Schwyzerbrugg
47.1430171,8.6923888,Switzerland,Einsiedeln,Einsiedeln,N/A,8840,Schwyz,SZ,Schwyzerbrugg
47.1416696,8.6642335,Switzerland,N/A,Oberägeri,N/A,6315,Zug,ZG,Oberägeri
47.1465991,8.6736880,Switzerland,N/A,Oberägeri,N/A,6315,Zug,ZG,Oberägeri
47.1425330,8.7261078,Switzerland,Einsiedeln,Einsiedeln,N/A,8840,Schwyz,SZ,Bennau
47.1338685,8.7088573,Switzerland,Einsiedeln,Einsiedeln,N/A,8840,Schwyz,SZ,Bennau
47.1351145,8.6750540,Switzerland,N/A,Oberägeri,N/A,6315,Zug,ZG,Oberägeri
47.1374591,8.6662051,Switzerland,N/A,Oberägeri,N/A,6315,Zug,ZG,Oberägeri
47.0713001,8.8108015,Switzerland,Schwyz,Unteriberg,N/A,8842,Schwyz,SZ,Unteriberg
47.0933310,8.8194742,Switzerland,Einsiedeln,Einsiedeln,N/A,8844,Schwyz,SZ,Euthal
47.1000284,8.7969866,Switzerland,Einsiedeln,Einsiedeln,N/A,8840,Schwyz,SZ,Euthal
47.0873379,8.8291344,Switzerland,Einsiedeln,Einsiedeln,N/A,8840,Schwyz,SZ,Euthal
47.0905769,8.8171436,Switzerland,Einsiedeln,Einsiedeln,N/A,8840,Schwyz,SZ,Euthal
47.0821277,8.8536612,Switzerland,Einsiedeln,Einsiedeln,N/A,8840,Schwyz,SZ,N/A
47.0789543,8.8287825,Switzerland,Einsiedeln,Einsiedeln,N/A,8840,Schwyz,SZ,N/A
47.0883300,8.8521432,Switzerland,Einsiedeln,Einsiedeln,N/A,8840,Schwyz,SZ,N/A
47.0757646,8.8374605,Switzerland,Schwyz,Unteriberg,N/A,8845,Schwyz,SZ,Studen
47.0901801,8.8160090,Switzerland,Einsiedeln,Einsiedeln,N/A,8840,Schwyz,SZ,Euthal
47.0908527,8.8031424,Switzerland,Einsiedeln,Einsiedeln,N/A,8840,Schwyz,SZ,Euthal
47.0811989,8.8364843,Switzerland,Einsiedeln,Einsiedeln,N/A,8840,Schwyz,SZ,Euthal
